Category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
4W,0,0,0,0,0,0,0,1,0,84
3W,0,0,0,0,11,13,58,227,77,51
3W,0,0,0,2,145,161,326,1240,2845,1948
3W,0,0,1,0,0,0,0,0,0,0
4W,0,1,0,1,0,0,0,0,0,0
3W,0,0,0,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,6,11,3
3W,0,0,0,0,0,0,0,0,26,54
2W,0,2,0,0,0,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,1
4W,9,10,3,144,419,2717,10033,1621,1766,3076
MMV,1,0,4,4,119,26,253,15,275,5
4W,0,0,0,0,0,0,0,30610,21420,490
4W,0,0,0,0,0,0,0,0,38580,35830
3W,0,0,0,0,35,24,76,234,346,170
3W,0,0,0,24,141,16,7,42,1,0
4W,0,0,0,0,0,0,1,0,0,0
3W,0,15,6,1,0,0,0,0,0,0
3W,0,64,893,2704,3545,2631,3404,7876,8810,4959
4W,0,0,0,0,1,0,0,0,0,0
3W,0,0,0,0,32,14,38,79,58,4
4W,0,0,0,0,1,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,8,10
2W,0,0,0,0,0,0,0,1,48,8
3W,326,1493,1825,2850,3303,1986,3895,5915,7271,3924
3W,0,0,0,0,0,0,0,1,1273,3139
3W,0,14,58,919,1103,869,943,1382,1743,809
2W,0,0,0,0,0,1,0,319,1589,931
3W,0,0,0,1,0,0,0,0,0,0
4W,19,24,12,28,3,0,6,1,0,0
4W,0,0,0,0,1,0,3,0,0,0
3W,0,0,0,0,9,0,0,0,0,0
3W,0,0,0,0,0,2,13,9,57,120
3W,0,0,0,11,108,146,416,1355,1361,422
3W,0,0,2,71,61,10,2,0,10,1
3W,0,0,0,5,6,0,0,0,3,4
3W,0,5,42,47,26,5,0,7,296,227
3W,0,0,0,0,10,35,35,29,30,9
3W,0,0,0,0,208,82,193,391,987,460
2W,0,0,0,0,0,0,1,58,44,16
2W,165,171,69,23,30,233,5258,47182,166580,98516
3W,2,6,6,3,0,0,0,5,97,99
3W,0,0,0,0,19,4,6,6,11,6
3W,0,4,357,356,448,454,311,476,1505,449
3W,0,0,0,260,368,289,940,2724,3848,2002
2W,0,0,0,0,0,2,25,40,31,6
3W,22,210,135,1,4,0,0,15,3,0
3W,0,0,0,45,34,16,0,0,0,0
3W,0,299,791,581,656,304,499,1978,2438,1760
4W,0,0,0,0,0,0,0,1,2,0
2W,0,0,0,0,0,0,0,0,256,69
3W,0,3,23,126,41,2,1,34,137,50
3W,0,1,0,6,1,0,0,0,0,0
3W,0,0,0,26,99,37,72,191,211,125
3W,0,0,13,0,0,0,0,0,0,0
3W,0,0,1,2,1,0,3,0,0,0
3W,0,0,0,0,0,0,0,0,26,874
3W,0,0,1,174,313,185,778,1671,3580,2132
3W,0,0,266,1515,2125,1776,3988,10246,13572,8121
4W,0,0,0,0,0,0,0,3,3,0
3W,0,1,0,0,0,0,0,0,0,0
3W,0,0,42,657,788,291,226,321,272,194
3W,0,0,0,3,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,156,355,208
3W,0,0,0,0,0,0,0,0,0,17
3W,0,36,0,0,0,0,0,0,0,0
3W,0,0,50,258,197,82,59,59,9,0
3W,0,0,3,1,0,0,0,0,0,0
3W,0,6,3,113,103,152,78,72,26,3
3W,0,0,0,0,0,0,12,17,23,89
3W,0,0,211,1996,3217,3083,3924,5969,7832,4577
3W,0,0,0,1,4,1,0,0,0,0
3W,0,1,3,0,0,0,0,0,0,0
3W,0,9,12,0,0,0,0,0,0,0
4W,0,0,0,0,0,0,0,0,6,27
MMV,0,0,0,3,0,0,0,7,0,0
3W,0,0,0,0,0,0,1,6,11,3
4W,0,0,0,0,0,0,1,0,0,0
3W,0,0,0,9,38,22,24,132,171,59
MMV,0,0,0,0,0,0,0,0,1,8
3W,0,5,22,0,0,0,0,0,0,0
3W,0,2,3,0,0,0,0,0,0,0
3W,0,1,282,329,306,212,329,398,574,204
3W,0,4,10,8,39,1,27,0,0,0
3W,4,4,8,4,0,0,0,0,0,0
4W,0,0,13,15,0,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,49,79,7,0,0,0,0,0,0
4W,2,0,0,0,0,0,0,0,0,0
3W,0,0,59,59,15,2,1,10,25,2
3W,107,846,1466,2381,1971,858,1243,2135,3319,1402
4W,0,2,3,1,1,0,0,0,0,0
3W,0,0,0,0,0,0,35,193,256,138
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,26,1355,4807,3091
3W,0,0,0,0,0,0,67,248,181,142
3W,0,0,0,0,0,0,0,0,11,22
3W,0,0,0,74,183,74,130,407,831,704
4W,0,0,11,0,0,0,0,0,0,0
3W,0,0,0,0,16,34,12,9,39,37
2W,0,0,0,0,0,0,0,0,0,1
3W,0,0,0,0,0,34,100,140,36,20
3W,0,0,0,0,0,0,0,1,92,22
3W,0,0,0,35,30,19,3,6,123,162
3W,0,0,0,0,4,0,0,2,10,2
4W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,2,3,2
3W,1,1,1,0,0,0,0,0,0,0
4W,0,2,1,0,0,0,0,0,0,0
3W,0,3,26,30,16,2,0,0,0,0
3W,0,0,0,21,5,6,0,0,0,0
4W,0,2,2,0,0,1,0,0,0,0
4W,0,0,0,0,0,0,0,35,570,317
3W,0,0,0,0,0,0,0,0,0,3
3W,0,6,44,151,290,191,113,446,1080,847
3W,0,0,0,0,0,0,44,7,0,1
3W,2,77,22,5,0,1,0,0,0,0
2W,0,0,0,0,0,0,0,314,6910,7166
3W,0,0,0,0,0,0,0,0,0,18
4W,0,0,0,0,0,0,0,0,0,2
2W,0,0,0,0,0,0,0,0,1,23
3W,0,0,0,0,0,0,0,13,80,20
3W,0,1,2,1,0,0,2,0,0,0
3W,0,0,0,25,67,68,22,114,30,29
2W,0,0,0,0,0,0,21,82,42,20
MMV,1,0,0,0,0,0,0,0,0,0
3W,0,0,26,61,17,0,0,1,2,2
2W,0,0,0,0,0,0,0,6,15,6
2W,0,0,0,0,0,0,0,2,275,64
2W,0,0,0,0,0,0,0,0,4,63
2W,0,0,0,0,0,0,0,0,0,1
2W,0,0,0,0,0,0,0,0,10,4
2W,0,0,0,0,0,0,0,0,68,21
3W,0,0,0,0,0,0,0,0,0,4
2W,0,0,0,0,0,0,0,0,8,9
2W,0,0,0,0,0,0,0,12,15,4
2W,0,0,0,0,0,0,0,0,2,11
2W,0,0,0,0,0,0,0,1,426,282
2W,0,0,0,0,0,0,0,0,4,22
2W,0,0,0,0,0,0,0,4,182,109
2W,0,0,0,0,0,0,0,6,54,3
2W,0,0,0,0,0,0,0,0,1,45
2W,0,0,0,0,0,0,0,0,0,48
2W,0,0,0,0,0,0,0,0,37,6
2W,0,0,0,0,0,0,0,0,35,16
2W,0,0,0,0,0,0,0,0,72,157
2W,0,0,0,0,0,0,0,0,22,10
2W,0,0,0,0,0,0,0,0,389,168
2W,0,0,0,0,0,0,0,0,8,1
2W,0,0,0,0,0,0,0,0,0,36
2W,0,0,0,0,0,0,0,0,2,7
2W,0,0,0,0,0,0,0,0,12,4
2W,0,0,0,0,0,0,0,15,278,167
2W,0,0,0,0,0,0,0,0,17,18
2W,0,0,0,0,0,0,0,0,12,12
2W,0,0,0,0,0,0,0,0,316,102
3W,0,42,62,3,0,0,0,0,0,0
3W,0,31,49,15,11,1,1,12,2,0
3W,0,22,86,87,129,43,39,15,6,0
3W,780,3348,43,46,1,0,0,0,0,0
3W,0,0,0,0,29,88,58,1,3,79
2W,0,0,0,0,0,0,0,25,16,1
2W,0,0,0,0,0,0,0,1,9,0
2W,0,0,0,0,0,0,0,0,4,1
2W,0,0,0,0,0,0,0,0,61,96
2W,0,0,0,0,0,0,0,13,27,13
2W,0,0,0,0,0,0,0,0,11,13
3W,1,1665,7434,10816,13213,9543,15793,29793,40794,23892
4W,0,0,0,0,2,2,0,1,2,0
3W,0,0,30,14,24,8,1,0,0,0
3W,0,0,2,0,0,0,0,0,0,0
2W,0,0,0,0,0,0,0,0,82,109
2W,0,0,0,0,0,0,0,0,80,101
2W,0,0,0,0,0,0,0,0,0,3
2W,0,0,0,0,0,0,0,0,0,36
2W,0,0,0,0,0,0,0,0,2,11
2W,0,0,0,0,0,0,0,0,218,232
2W,0,0,0,0,0,0,0,0,0,23
2W,0,0,0,0,0,0,0,0,36,67
2W,0,0,0,0,0,0,0,0,20,37
3W,0,0,0,71,31,3,4,5,0,0
4W,0,0,0,1,0,0,0,0,0,0
2W,0,0,0,0,0,0,0,35,128,48
2W,0,0,0,0,0,0,0,0,32,7
3W,0,0,0,16,2,2,1,0,0,0
3W,0,10,605,789,1621,1281,931,1561,2836,2626
4W,0,0,0,0,0,0,0,1,0,0
3W,0,0,0,0,0,0,118,223,718,612
3W,0,0,0,0,0,0,0,382,3563,3578
3W,0,0,0,0,0,0,0,3,11,55
3W,0,0,4,12,12,8,15,23,37,19
2W,0,0,0,0,0,0,0,21,45,9
2W,0,0,0,0,0,0,0,0,64,6
2W,0,0,0,0,0,0,0,0,0,54
2W,0,0,0,0,0,0,0,0,0,5
3W,0,0,0,0,0,0,0,5,131,74
